Tue Aug 10 16:31:22 2021    stocks_complexity.py.stats

         500363111 function calls (493977509 primitive calls) in 5726.525 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 blocks.py:146(Block)
      255    0.000    0.000    0.000    0.000 rcsetup.py:56(func)
        3    0.000    0.000    0.000    0.000 patches.py:1923(<listcomp>)
        3    0.000    0.000    0.000    0.000 axis.py:2223(get_ticks_position)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 fields.py:243(Text)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1527(_guarded_repr_or_str)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        4    0.000    0.000    0.000    0.000 transforms.py:351(max)
        6    0.000    0.000    0.000    0.000 base_parser.py:409(_make_index)
        1    0.000    0.000    0.000    0.000 geo.py:252(AitoffAxes)
        1    0.000    0.000    0.000    0.000 core.py:2817(__new__)
        5    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:4(<module>)
      102    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
       32    0.000    0.000    0.000    0.000 random.py:237(_randbelow_with_getrandbits)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
       22    0.000    0.000    0.000    0.000 spines.py:556(__getitem__)
      119    0.000    0.000    0.000    0.000 {built-in method fromordinal}
      133    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        1    0.000    0.000    0.000    0.000 transforms.py:2126(__eq__)
        3    0.000    0.000    0.000    0.000 ElementTree.py:1283(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1294(__init__)
       50    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       44    0.000    0.000    0.000    0.000 transforms.py:1754(__array__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1932(_MathStyle)
        3    0.000    0.000    0.000    0.000 __init__.py:509(cast)
        1    0.000    0.000    0.000    0.000 scale.py:542(LogitScale)
      272    0.000    0.000    0.000    0.000 artist.py:1109(sticky_edges)
        1    0.000    0.000    0.000    0.000 tools.py:2(<module>)
        4    0.000    0.000    0.000    0.000 dimensions.py:288(__init__)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
      140    0.000    0.000    0.000    0.000 arraysetops.py:513(_in1d_dispatcher)
       46    0.000    0.000    0.000    0.000 deprecation.py:230(finalize)
        1    0.000    0.000    0.000    0.000 patches.py:2024(call_wrapper)
      273    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 chartspace.py:42(ChartContainer)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:622(_load_backward_compatible)
      135    0.000    0.000    0.000    0.000 transforms.py:1789(get_affine)
        1    0.000    0.000    0.000    0.000 pie_chart.py:128(ProjectedPieChart)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_GetCurrentProcessExplicitAppUserModelID}
        3    0.000    0.000    0.000    0.000 _writer.py:85(write_cols)
        6    0.000    0.000    0.000    0.000 six.py:91(__get__)
      165    0.000    0.000    0.000    0.000 __init__.py:861(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 related.py:3(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2974(__array_finalize__)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        6    0.000    0.000    0.000    0.000 nanops.py:111(__call__)
        6    0.000    0.000    0.000    0.000 backend_bases.py:2999(_update_cursor)
        1    0.000    0.000    0.000    0.000 _xlwt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _enums.py:44(JoinStyle)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
        2    0.000    0.000    0.000    0.000 pyplot.py:2046(colormaps)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
       56    0.000    0.000    0.000    0.000 {built-in method math.cos}
       11    0.000    0.000    0.000    0.000 patches.py:475(set_capstyle)
        2    0.000    0.000    0.000    0.000 converter.py:338(__init__)
        1    0.000    0.000    0.000    0.000 author.py:4(<module>)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:241(_requires_builtin_wrapper)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2450(setWhitespaceChars)
       18    0.000    0.000    0.000    0.000 header_footer.py:188(__bool__)
       76    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
      119    0.000    0.000    0.000    0.000 {built-in method combine}
       60    0.000    0.000    0.000    0.000 __init__.py:1890(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 proxy.py:3(<module>)
        1    0.000    0.000    0.000    0.000 effect.py:319(ReflectionEffect)
        4    0.000    0.000    0.000    0.000 range.py:225(_format_with_header)
        1    0.000    0.000    0.000    0.000 scale.py:497(LogitTransform)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
      171    0.000    0.000    0.000    0.000 base.py:223(__init__)
        1    0.000    0.000    0.000    0.000 picture.py:24(PictureLocking)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        9    0.000    0.000    0.000    0.000 zipfile.py:1031(close)
        1    0.000    0.000    0.000    0.000 backend_tools.py:28(Cursors)
       27    0.000    0.000    0.000    0.000 __init__.py:1537(_root)
        1    0.000    0.000    0.000    0.000 borders.py:56(Border)
        7    0.000    0.000    0.000    0.000 dates.py:1164(__init__)
       39    0.000    0.000    0.000    0.000 backend_bases.py:1015(get_hatch_path)
        7    0.000    0.000    0.000    0.000 specifiers.py:319(_require_version_compare)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:110(_set_new_active_manager)
        2    0.000    0.000    0.000    0.000 constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 worksheet.py:59(Worksheet)
        1    0.000    0.000    0.000    0.000 stylesheet.py:37(Stylesheet)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3707(__init__)
        2    0.000    0.000    0.000    0.000 _reader.py:87(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:276(__getattr__)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        1    0.000    0.000    0.000    0.000 types.py:69(new_class)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6230(refer_to_array_attribute)
       12    0.000    0.000    0.000    0.000 __init__.py:1942(get_aliased_and_aliases)
       15    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       97    0.000    0.000    0.000    0.000 inspect.py:2272(<lambda>)
      222    0.000    0.000    0.000    0.000 artist.py:911(get_agg_filter)
        5    0.000    0.000    0.000    0.000 indexing.py:1428(_has_valid_setitem_indexer)
        1    0.000    0.000    0.000    0.000 cell_range.py:17(CellRange)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5454(_escapeRegexRangeChars)
      222    0.000    0.000    0.000    0.000 artist.py:886(get_rasterized)
       46    0.000    0.000    0.000    0.000 os.py:816(fsdecode)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
       11    0.000    0.000    0.000    0.000 cell_style.py:172(__init__)
      203    0.000    0.000    0.000    0.000 font_manager.py:765(get_file)
        1    0.000    0.000    0.000    0.000 geo.py:413(LambertAxes)
        1    0.000    0.000    0.000    0.000 properties.py:42(GroupLocking)
        1    0.000    0.000    0.000    0.000 __init__.py:3230(_initialize)
        1    0.000    0.000    0.000    0.000 patches.py:2200(__call__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
       16    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        4    0.000    0.000    0.000    0.000 axis.py:1065(<listcomp>)
       44    0.000    0.000    0.000    0.000 __init__.py:653(__iter__)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:582(DateFormatter)
       72    0.000    0.000    0.000    0.000 {built-in method math.radians}
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
       23    0.000    0.000    0.000    0.000 backend_bases.py:907(set_capstyle)
        1    0.000    0.000    0.000    0.000 table.py:262(PivotHierarchy)
        1    0.000    0.000    0.000    0.000 indexers.py:40(BaseIndexer)
        1    0.000    0.000    0.000    0.000 transforms.py:2073(IdentityTransform)
        2    0.000    0.000    0.000    0.000 dates.py:920(__init__)
       23    0.000    0.000    0.000    0.000 backend_bases.py:885(set_alpha)
        3    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:250(__init__)
      145    0.000    0.000    0.000    0.000 inspect.py:64(ismodule)
        1    0.000    0.000    0.000    0.000 base.py:12(BaseStringArrayMethods)
      254    0.000    0.000    0.000    0.000 version.py:490(<lambda>)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
        1    0.000    0.000    0.000    0.000 widgets.py:135(Button)
        1    0.000    0.000    0.000    0.000 legend.py:865(set_title)
        3    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 web.py:63(WebPublishing)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 publish.py:13(WebPublishItem)
        1    0.000    0.000    0.000    0.000 table.py:628(FieldItem)
        1    0.000    0.000    0.000    0.000 core.py:794(_get_colors)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
       72    0.000    0.000    0.000    0.000 config.py:737(wrap)
        1    0.000    0.000    0.000    0.000 __init__.py:233(disconnect)
        1    0.000    0.000    0.000    0.000 ticker.py:771(get_offset)
        1    0.000    0.000    0.000    0.000 jpcntx.py:30(<module>)
        1    0.000    0.000    0.000    0.000 plotarea.py:74(PlotArea)
      194    0.000    0.000    0.000    0.000 version.py:461(_parse_local_version)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4292(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:1377(_tzparser)
       46    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
        1    0.000    0.000    0.000    0.000 legend.py:1155(_parse_legend_args)
        1    0.000    0.000    0.000    0.000 text.py:428(ListStyle)
      105    0.000    0.000    0.000    0.000 stride_tricks.py:540(<genexpr>)
        5    0.000    0.000    0.000    0.000 table.py:81(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2706(MaskedArray)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:67(Color)
        1    0.000    0.000    0.000    0.000 geo.py:298(HammerAxes)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:231(draw_idle)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.000    0.000 _base.py:3293(set_xlabel)
       10    0.000    0.000    0.000    0.000 axis.py:867(_translate_tick_kw)
      118    0.000    0.000    0.000    0.000 text.py:853(get_text)
        8    0.000    0.000    0.000    0.000 offsetbox.py:497(<listcomp>)
        1    0.000    0.000    0.000    0.000 text.py:56(Hyperlink)
        1    0.000    0.000    0.000    0.000 bar_chart.py:101(BarChart3D)
        1    0.000    0.000    0.000    0.000 resources.py:43(_get_package)
        1    0.000    0.000    0.000    0.000 _strptime.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 widgets.py:310(Slider)
      134    0.000    0.000    0.000    0.000 _base.py:771(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
        1    0.000    0.000    0.000    0.000 contour.py:641(ContourSet)
        7    0.000    0.000    0.000    0.000 properties.py:39(__init__)
        3    0.000    0.000    0.000    0.000 _writer.py:134(write_views)
       94    0.000    0.000    0.000    0.000 enum.py:438(<genexpr>)
        5    0.000    0.000    0.000    0.000 base_parser.py:605(_set_noconvert_dtype_columns)
        3    0.000    0.000    0.000    0.000 axis.py:1919(_get_ticks_position)
      124    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
       50    0.000    0.000    0.000    0.000 accessor.py:57(forbid_nonstring_types)
        1    0.000    0.000    0.000    0.000 scale.py:421(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 radar_chart.py:22(RadarChart)
       16    0.000    0.000    0.000    0.000 text.py:230(_get_multialignment)
        1    0.000    0.000    0.000    0.000 offsetbox.py:853(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 geometry.py:317(Shape3D)
        1    0.000    0.000    0.000    0.000 protection.py:13(ChartsheetProtection)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_3d)
       29    0.000    0.000    0.000    0.000 offsetbox.py:168(<genexpr>)
      185    0.000    0.000    0.000    0.000 __init__.py:1805(<listcomp>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
        3    0.000    0.000    0.000    0.000 __init__.py:643(deletecommand)
        5    0.000    0.000    0.000    0.000 cell_style.py:126(to_array)
      106    0.000    0.000    0.000    0.000 version.py:346(pre)
       10    0.000    0.000    0.000    0.000 __init__.py:519(_cmpkey)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:16(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2367(__invert__)
        9    0.000    0.000    0.000    0.000 child.py:164(path)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:145(hard_constraints)
      124    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
